Facility_INSPIRE_ID;reportingYear;pollutantCode;pollutantName;medium;totalPollutantQuantityKg;AccidentalPollutantQuantityKG;methodCode;methodName;facilityId
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2011;NOX;Nitrogen oxides;AIR;817000.0;0.0;M;Measured: analytical method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2011;CO2EXCLBIOMASS;Carbon dioxide excluding biomass;AIR;79900000.0;0.0;C;Calculated: calculation method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2011;CHLORINEANDINORGANICCOMPOUNDS;Chlorine and inorganic compounds (as HCl);AIR;46400.0;0.0;M;Measured: analytical method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2011;CHLORIDES;Chlorides (as total Cl);WATER;4380000.0;0.0;M;Measured: analytical method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2011;HALOGENATEDORGANICCOMPOUNDS;Halogenated organic compounds (as AOX);WATER;83600.0;0.0;M;Measured: analytical method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2010;CHLORIDES;Chlorides (as total Cl);WATER;5020000.0;0.0;M;Measured: analytical method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2010;CHLORINEANDINORGANICCOMPOUNDS;Chlorine and inorganic compounds (as HCl);AIR;50000.0;0.0;M;Measured: analytical method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2010;CO2;Carbon dioxide;AIR;1420000000.0;0.0;C;Calculated: calculation method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2010;CO2EXCLBIOMASS;Carbon dioxide excluding biomass;AIR;62800000.0;0.0;C;Calculated: calculation method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2010;HALOGENATEDORGANICCOMPOUNDS;Halogenated organic compounds (as AOX);WATER;103000.0;0.0;M;Measured: analytical method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2010;NOX;Nitrogen oxides;AIR;783000.0;0.0;M;Measured: analytical method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2009;CO2;Carbon dioxide;AIR;469000000.0;0.0;C;Calculated: calculation method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2009;NOX;Nitrogen oxides;AIR;271000.0;0.0;M;Measured: analytical method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2009;CO2EXCLBIOMASS;Carbon dioxide excluding biomass;AIR;51000000.0;0.0;C;Calculated: calculation method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2009;CHLORINEANDINORGANICCOMPOUNDS;Chlorine and inorganic compounds (as HCl);AIR;17600.0;0.0;M;Measured: analytical method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2009;TOTALNITROGEN;Total nitrogen;WATER;54000.0;0.0;M;Measured: analytical method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2009;HALOGENATEDORGANICCOMPOUNDS;Halogenated organic compounds (as AOX);WATER;29800.0;0.0;M;Measured: analytical method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2008;NOX;Nitrogen oxides;AIR;683000.0;0.0;M;Measured: analytical method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2008;CO2;Carbon dioxide;AIR;1240000000.0;0.0;C;Calculated: calculation method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2008;CHLORINEANDINORGANICCOMPOUNDS;Chlorine and inorganic compounds (as HCl);AIR;50300.0;0.0;M;Measured: analytical method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2008;CHLORIDES;Chlorides (as total Cl);WATER;4760000.0;0.0;M;Measured: analytical method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2008;TOC;Total organic carbon(as total C or COD/3);WATER;2490000.0;0.0;M;Measured: analytical method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2008;HALOGENATEDORGANICCOMPOUNDS;Halogenated organic compounds (as AOX);WATER;70900.0;0.0;M;Measured: analytical method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2007;CH4;Methane;AIR;272000.0;0.0;C;Calculated: calculation method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2007;NOX;Nitrogen oxides;AIR;708000.0;0.0;M;Measured: analytical method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2007;CO2;Carbon dioxide;AIR;1280000000.0;0.0;M;Measured: analytical method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2007;CHLORINEANDINORGANICCOMPOUNDS;Chlorine and inorganic compounds (as HCl);AIR;51400.0;0.0;M;Measured: analytical method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2007;CHLORIDES;Chlorides (as total Cl);WATER;5730000.0;0.0;M;Measured: analytical method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2007;CRANDCOMPOUNDS;Chromium and compounds (as Cr);WATER;60.2;0.0;M;Measured: analytical method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2007;CUANDCOMPOUNDS;Copper and compounds (as Cu);WATER;75.3;0.0;M;Measured: analytical method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2007;NIANDCOMPOUNDS;Nickel and compounds (as Ni);WATER;58.1;0.0;M;Measured: analytical method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2007;TOC;Total organic carbon(as total C or COD/3);WATER;2550000.0;0.0;M;Measured: analytical method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2007;ZNANDCOMPOUNDS;Zinc and compounds (as Zn);WATER;271.0;0.0;M;Measured: analytical method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001111.ProductionFacility;2007;HALOGENATEDORGANICCOMPOUNDS;Halogenated organic compounds (as AOX);WATER;94400.0;0.0;M;Measured: analytical method used;0000001111
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2018;CHLORINEANDINORGANICCOMPOUNDS;Chlorine and inorganic compounds (as HCl);AIR;40200.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2018;N2O;Nitrous oxide;AIR;75300.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2018;CO2EXCLBIOMASS;Carbon dioxide excluding biomass;AIR;774000000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2018;NOX;Nitrogen oxides;AIR;1140000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2018;SOX;Sulphur oxides;AIR;1120000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2019;N2O;Nitrous oxide;AIR;109000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2019;CO2EXCLBIOMASS;Carbon dioxide excluding biomass;AIR;816000000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2019;NOX;Nitrogen oxides;AIR;892000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2019;SOX;Sulphur oxides;AIR;1290000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2019;CHLORINEANDINORGANICCOMPOUNDS;Chlorine and inorganic compounds (as HCl);AIR;44300.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2017;CO2;Carbon dioxide;AIR;807000000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2017;SOX;Sulphur oxides;AIR;1330000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2017;NOX;Nitrogen oxides;AIR;1330000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2017;N2O;Nitrous oxide;AIR;90900.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2017;CO2EXCLBIOMASS;Carbon dioxide excluding biomass;AIR;807000000.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2017;CHLORINEANDINORGANICCOMPOUNDS;Chlorine and inorganic compounds (as HCl);AIR;45100.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2016;CO2;Carbon dioxide;AIR;809000000.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2016;SOX;Sulphur oxides;AIR;1420000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2016;NOX;Nitrogen oxides;AIR;1440000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2016;N2O;Nitrous oxide;AIR;100000.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2016;CO2EXCLBIOMASS;Carbon dioxide excluding biomass;AIR;809000000.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2016;CHLORINEANDINORGANICCOMPOUNDS;Chlorine and inorganic compounds (as HCl);AIR;43400.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2016;PM10;Particulate matter;AIR;55500.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2015;CO2;Carbon dioxide;AIR;743000000.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2015;SOX;Sulphur oxides;AIR;1660000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2015;NOX;Nitrogen oxides;AIR;1300000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2015;N2O;Nitrous oxide;AIR;88500.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2015;CO2EXCLBIOMASS;Carbon dioxide excluding biomass;AIR;743000000.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2015;CHLORINEANDINORGANICCOMPOUNDS;Chlorine and inorganic compounds (as HCl);AIR;44600.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2014;CO2;Carbon dioxide;AIR;841000000.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2014;SOX;Sulphur oxides;AIR;1600000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2014;NOX;Nitrogen oxides;AIR;1570000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2014;N2O;Nitrous oxide;AIR;98200.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2014;CO2EXCLBIOMASS;Carbon dioxide excluding biomass;AIR;841000000.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2014;CHLORINEANDINORGANICCOMPOUNDS;Chlorine and inorganic compounds (as HCl);AIR;50100.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2013;PM10;Particulate matter;AIR;55100.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2013;NOX;Nitrogen oxides;AIR;1590000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2013;CO2EXCLBIOMASS;Carbon dioxide excluding biomass;AIR;893000000.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2013;CO2;Carbon dioxide;AIR;893000000.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2013;SOX;Sulphur oxides;AIR;1790000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2013;N2O;Nitrous oxide;AIR;110000.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2013;CHLORINEANDINORGANICCOMPOUNDS;Chlorine and inorganic compounds (as HCl);AIR;50400.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2012;CO2;Carbon dioxide;AIR;812000000.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2012;SOX;Sulphur oxides;AIR;1560000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2012;NOX;Nitrogen oxides;AIR;1440000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2012;N2O;Nitrous oxide;AIR;119000.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2012;CO2EXCLBIOMASS;Carbon dioxide excluding biomass;AIR;812000000.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2012;CHLORINEANDINORGANICCOMPOUNDS;Chlorine and inorganic compounds (as HCl);AIR;43700.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2012;PM10;Particulate matter;AIR;51200.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2011;CO2;Carbon dioxide;AIR;949000000.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2011;SOX;Sulphur oxides;AIR;1090000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2011;NOX;Nitrogen oxides;AIR;1310000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2011;N2O;Nitrous oxide;AIR;49900.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2011;CO2EXCLBIOMASS;Carbon dioxide excluding biomass;AIR;949000000.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2011;CHLORINEANDINORGANICCOMPOUNDS;Chlorine and inorganic compounds (as HCl);AIR;33000.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2010;CHLORINEANDINORGANICCOMPOUNDS;Chlorine and inorganic compounds (as HCl);AIR;33900.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2010;CO2;Carbon dioxide;AIR;1020000000.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2010;CO2EXCLBIOMASS;Carbon dioxide excluding biomass;AIR;1020000000.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2010;N2O;Nitrous oxide;AIR;45000.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2010;NOX;Nitrogen oxides;AIR;1290000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2010;SOX;Sulphur oxides;AIR;687000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2009;CO2;Carbon dioxide;AIR;817000000.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2009;SOX;Sulphur oxides;AIR;1000000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2009;NOX;Nitrogen oxides;AIR;1340000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2009;N2O;Nitrous oxide;AIR;52100.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2009;CO2EXCLBIOMASS;Carbon dioxide excluding biomass;AIR;817000000.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2009;CHLORINEANDINORGANICCOMPOUNDS;Chlorine and inorganic compounds (as HCl);AIR;48600.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2008;SOX;Sulphur oxides;AIR;1410000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2008;NOX;Nitrogen oxides;AIR;1390000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2008;N2O;Nitrous oxide;AIR;53000.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2008;CO2;Carbon dioxide;AIR;804000000.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2008;CHLORINEANDINORGANICCOMPOUNDS;Chlorine and inorganic compounds (as HCl);AIR;58000.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2008;PM10;Particulate matter;AIR;51600.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2007;SOX;Sulphur oxides;AIR;1320000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2007;NOX;Nitrogen oxides;AIR;1250000.0;0.0;M;Measured: analytical method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2007;N2O;Nitrous oxide;AIR;49800.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2007;CO2;Carbon dioxide;AIR;820000000.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001115.ProductionFacility;2007;CHLORINEANDINORGANICCOMPOUNDS;Chlorine and inorganic compounds (as HCl);AIR;57200.0;0.0;C;Calculated: calculation method used;0000001115
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001119.ProductionFacility;2018;NOX;Nitrogen oxides;AIR;123000.0;0.0;M;Measured: analytical method used;0000001119
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001119.ProductionFacility;2019;NOX;Nitrogen oxides;AIR;135000.0;0.0;M;Measured: analytical method used;0000001119
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001119.ProductionFacility;2019;N2O;Nitrous oxide;AIR;17100000.0;0.0;C;Calculated: calculation method used;0000001119
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001119.ProductionFacility;2017;NOX;Nitrogen oxides;AIR;131000.0;0.0;M;Measured: analytical method used;0000001119
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001119.ProductionFacility;2017;N2O;Nitrous oxide;AIR;18100.0;0.0;M;Measured: analytical method used;0000001119
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001119.ProductionFacility;2016;NOX;Nitrogen oxides;AIR;118000.0;0.0;M;Measured: analytical method used;0000001119
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001119.ProductionFacility;2016;N2O;Nitrous oxide;AIR;19000.0;0.0;C;Calculated: calculation method used;0000001119
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001119.ProductionFacility;2015;NOX;Nitrogen oxides;AIR;134000.0;0.0;M;Measured: analytical method used;0000001119
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001119.ProductionFacility;2015;N2O;Nitrous oxide;AIR;18100.0;0.0;C;Calculated: calculation method used;0000001119
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001119.ProductionFacility;2014;NOX;Nitrogen oxides;AIR;152000.0;0.0;M;Measured: analytical method used;0000001119
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001119.ProductionFacility;2014;N2O;Nitrous oxide;AIR;19600.0;0.0;C;Calculated: calculation method used;0000001119
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001119.ProductionFacility;2013;NOX;Nitrogen oxides;AIR;167000.0;0.0;M;Measured: analytical method used;0000001119
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001119.ProductionFacility;2013;N2O;Nitrous oxide;AIR;17900.0;0.0;C;Calculated: calculation method used;0000001119
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001119.ProductionFacility;2012;NOX;Nitrogen oxides;AIR;294000.0;0.0;M;Measured: analytical method used;0000001119
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001119.ProductionFacility;2012;N2O;Nitrous oxide;AIR;16700.0;0.0;C;Calculated: calculation method used;0000001119
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001119.ProductionFacility;2011;NOX;Nitrogen oxides;AIR;318000.0;0.0;M;Measured: analytical method used;0000001119
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001119.ProductionFacility;2011;N2O;Nitrous oxide;AIR;19300.0;0.0;C;Calculated: calculation method used;0000001119
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001119.ProductionFacility;2010;N2O;Nitrous oxide;AIR;19600.0;0.0;C;Calculated: calculation method used;0000001119
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001119.ProductionFacility;2010;NOX;Nitrogen oxides;AIR;223000.0;0.0;M;Measured: analytical method used;0000001119
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001119.ProductionFacility;2009;NOX;Nitrogen oxides;AIR;206000.0;0.0;M;Measured: analytical method used;0000001119
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001119.ProductionFacility;2009;N2O;Nitrous oxide;AIR;18200.0;0.0;C;Calculated: calculation method used;0000001119
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001119.ProductionFacility;2008;NIANDCOMPOUNDS;Nickel and compounds (as Ni);AIR;67.0;0.0;M;Measured: analytical method used;0000001119
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001119.ProductionFacility;2008;NOX;Nitrogen oxides;AIR;197000.0;0.0;M;Measured: analytical method used;0000001119
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001119.ProductionFacility;2008;N2O;Nitrous oxide;AIR;16400.0;0.0;C;Calculated: calculation method used;0000001119
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001119.ProductionFacility;2007;NOX;Nitrogen oxides;AIR;218000.0;0.0;M;Measured: analytical method used;0000001119
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001119.ProductionFacility;2007;N2O;Nitrous oxide;AIR;19000.0;0.0;C;Calculated: calculation method used;0000001119
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001120.ProductionFacility;2018;TOC;Total organic carbon(as total C or COD/3);WATER;98300.0;0.0;M;Measured: analytical method used;0000001120
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001120.ProductionFacility;2018;PHENOLS;Phenols (as total C);WATER;895.0;0.0;M;Measured: analytical method used;0000001120
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001120.ProductionFacility;2018;ZNANDCOMPOUNDS;Zinc and compounds (as Zn);WATER;232.0;0.0;M;Measured: analytical method used;0000001120
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001120.ProductionFacility;2019;TOC;Total organic carbon(as total C or COD/3);WATER;357000.0;0.0;M;Measured: analytical method used;0000001120
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001120.ProductionFacility;2019;PHENOLS;Phenols (as total C);WATER;895.0;0.0;M;Measured: analytical method used;0000001120
